Scrubber 2.00 Method File
10:05:57   2021/05/20

RowCount: 1

Rows:	1
Cols:	 1
Grid:
 0u

Analytes: 1
 1	-1.00	39599	1
 1

Input data:
210519 15:10 Fc=12 - 1_X	210519 15:10 Fc=12 - 1_Y	210519 15:10 Fc=16 - 1_X	210519 15:10 Fc=16 - 1_Y
320.331	-2.780	320.331	-6.956
320.815	-2.794	320.815	-6.952
321.284	-2.812	321.284	-6.952
321.768	-2.820	321.768	-6.950
322.252	-2.827	322.252	-6.941
322.893	-2.839	322.893	-6.935
323.361	-2.841	323.361	-6.928
323.846	-2.840	323.846	-6.919
324.330	-2.844	324.330	-6.917
324.814	-2.846	324.814	-6.921
325.455	-2.844	325.455	-6.925
325.923	-2.839	325.923	-6.924
326.408	-2.837	326.408	-6.919
326.892	-2.838	326.892	-6.918
327.532	-2.842	327.532	-6.918
328.017	-2.851	328.017	-6.916
328.485	-2.867	328.485	-6.915
328.969	-2.876	328.969	-6.912
329.454	-2.887	329.454	-6.905
330.094	-2.898	330.094	-6.910
330.563	-2.904	330.563	-6.909
331.047	-2.913	331.047	-6.905
331.531	-2.912	331.531	-6.892
332.172	-2.915	332.172	-6.879
332.656	-2.915	332.656	-6.865
333.125	-2.915	333.125	-6.846
333.609	-2.921	333.609	-6.835
334.093	-2.920	334.093	-6.821
334.562	-2.920	334.562	-6.818
335.202	-2.908	335.202	-6.804
335.687	-2.907	335.687	-6.794
336.171	-2.906	336.171	-6.790
336.655	-2.909	336.655	-6.783
337.124	-2.913	337.124	-6.777
337.764	-2.916	337.764	-6.772
338.249	-2.920	338.249	-6.769
338.733	-2.926	338.733	-6.760
339.217	-2.928	339.217	-6.748
339.686	-2.938	339.686	-6.738
340.326	-2.953	340.326	-6.728
340.810	-2.960	340.810	-6.724
341.295	-2.962	341.295	-6.723
341.763	-2.967	341.763	-6.724
342.248	-2.976	342.248	-6.722
342.732	-2.978	342.732	-6.724
343.372	-2.983	343.372	-6.725
